Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Constituency_Type,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin_Percentage
1985,127,1,KUSUMBEN HARIHARBHAI KHPIBHOLJA,INC,32925,UMRETH,GEN,52.1,62.18,no,26.64
1985,128,1,ZALA MAGANBHAI GOKALBHAI,INC,32132,KATHLAL,GEN,54.65,54.85,no,21.11
1985,129,1,CHUHAN PRABHATSINH HATHISINH,JNP,38376,MEHMEDABAD,GEN,60.34,58.32,no,17.12
1985,130,1,SODHA BALWANT SINGH SUDHANSINGH,INC,40723,MAHUDHA,GEN,45.48,81.29,no,68.47
1985,131,1,DINSHA J. PATEL,JNP,43527,NADIAD,GEN,67.11,58.39,no,17.82
1985,132,1,AMARSINHJI BHUIATSINHJI VAGEHLA,INC,44983,CHAKALASI,GEN,64.17,64.92,no,30.57
1985,133,1,RANCHHODBHAI SHANABHAI SOLANKI,INC,38057,ANAND,GEN,45.64,74.21,no,48.97
1985,134,1,PATEL GOVINDBHAI JESANGBHAI,INC,37559,SARSA,GEN,46.39,82.4,no,64.79
1985,135,1,ASHABHAI DHULABHAI BARAIYA,INC,32443,PETLAD,GEN,59.03,53.23,no,11.6
1985,136,1,MAKWANA SHANTABAHEN YOGENDRABHAI,INC,41724,SOJITRA,SC,53.08,81.45,no,65.34
1985,137,1,PARMAR MULRAJSINH MADHAVSINH,INC,34814,MATAR,GEN,55.43,59.04,no,20.21
1985,138,1,UMEDBHAI FATESINH GOHEL,INC,48833,BORSAD,GEN,53.48,84.64,no,70.03
1985,139,1,MADHAVSINH SOLANKI,INC,56575,BHADRAN,GEN,60.08,79.26,no,59.58
1985,140,1,CHUDASAMA VIJAYSINHJI LADHUBHA,INC,34243,CAMBAY,GEN,52.06,62.13,no,44.12
1985,141,1,RATHAWA SUKHARMBHAI HARIYABHAI,INC,16940,CHHOTA UDAIPUR,ST,30.19,56.79,no,20.28
1985,142,1,RATHAVA MOHANSINH CHHTUBHAI,JNP,28604,JETPUR,GEN,47.56,63.38,no,32.07
1985,143,1,BHIL MEGHABHAI JAGABHAI,INC,17836,NASVADI,ST,31.29,56.69,no,31.86
1985,144,1,TADVI BHAIJIBHAI BHANABHAI,INC,20389,SANKHEDA,ST,38.54,61.37,no,23.7
1985,145,1,KUSVAHA GIRIRAJKUMARI,INC,22713,DABHOI,GEN,51.19,48.06,no,8.41
1985,146,1,BRAHMBHATT PRAKASHCHANDRA KANUBHAI (COCO),JNP,38135,SAVLI,GEN,68.66,50.32,no,1.98
1985,147,1,BHIKHABHAI MULJIBHAI PABARI,INC,31496,BARODA CITY,GEN,46.01,50.34,no,35.28
1985,148,1,PUROHIT SHIRISH MANUBHAI,INC,40005,SAYAJIGANJ,GEN,36.81,63.64,no,37.38
1985,149,1,THAKOR RAMESHBHAI RAM SINGHBHAI,INC,23561,RAOPURA,GEN,47.36,38.07,no,9.03
1985,150,1,PATEL MANUBHAI LALLUBHAI,INC,31726,VAGHODIA,GEN,46.74,75.75,no,59.63
1985,151,1,CHAUHAN MAHHENDRASINH TAKHATSINH,INC,32141,BARODA RURAL,GEN,55.02,46.54,no,0.59
1985,152,1,PARMAR JITUBHAI SOMABHAI,INC,36457,PADRA,GEN,58.19,54.16,no,12.32
1985,153,1,BHAILABHAI K. DABHI,INC,39179,KARJAN,SC,43.44,80.21,no,61.01
1985,154,1,SOLANKI MANGANBHAI BHUKHANBHAI,INC,52364,JAMBUSAR,GEN,59.2,86.63,no,77.17
1985,155,1,MAHIDA HARISINH PHAGUBAVA,INC,42555,VAGRA,GEN,49.55,83.83,no,68.8
1985,156,1,MOHMED HAFEZI ISMAIL PATEL,INC,32032,BROACH,GEN,38.66,69.88,no,43.49
1985,157,1,PATEL NATHUBHAI NAROTAMBHAI,INC,34924,ANKLESHWAR,GEN,48.65,69.6,no,40.68
1985,158,1,VASAVA REVADASBHAI LIMJIBHAI,INC,20385,JHAGADIA,ST,32.24,65.83,no,34.38
1985,159,1,VASAVA RAMJIBHAI HIRABHAI,INC,22111,DEDIAPADA,ST,42.02,50.27,no,1.29
1985,160,1,VASAVA PREMSINGBHAI DEVJIBHAI,INC,30568,RAJPIPLA,ST,43.26,70.45,no,53.75
1985,161,1,VASAVA BHIMSING FOJSING,INC,19694,NIJHAR,ST,36.84,50.07,no,26.11
1985,162,1,VASSAVA JAYISINH DUNGARIABHAI,INC,24373,MANGROL,ST,31.49,80.02,no,67.02
1985,163,1,GAMIT VASANJIBHAI GANJIBHAI,INC,17931,SONGADH,ST,25.36,75.44,no,57.07
1985,164,1,AMARSINH BHILABHAI CHAUDHARI,INC,41711,VYARA,ST,44.06,93.69,no,87.37
1985,165,1,DHODIYA DHANJIBHAI KARSHANBHAI,INC,26239,MAHUVA,ST,41.79,61.49,no,32.1
1985,166,1,HALPATI JITUBHAI CHHITUBHAI,INC,30625,BARDOLI,ST,37.38,77.6,no,63.38
1985,167,1,RATHOD NARANBHAI VANMALIBHAI,INC,36720,KAMREJ,ST,44.67,86.85,no,76.87
1985,168,1,PATEL MAHENDRABHAI RATANJIBHAI,INC,39520,OLPAD,GEN,43.13,73.18,no,54.75
1985,169,1,INDRA JYORAJ SOLANKI,INC,25468,SURAT CITY NORTH,GEN,32.59,53.52,no,32.55
1985,170,1,MAHASWETABAHEN JASHWANTSINH CHAUHAN,INC,19452,SURAT CITY EAST,GEN,38.12,49.74,no,4.65
1985,171,1,BABUBHAI SOPARIWALA,INC,33029,SURAT CITY WEST,GEN,41.69,63.39,no,40.92
1985,172,1,KANTIBHAI KESHAVBHAI PATEL,INC,42595,CHORASI,GEN,25.3,71.83,no,56.03
1985,173,1,PATEL VASANTBHAI PARBHUBHAI,INC,41056,JALALPORE,GEN,45.64,83.72,no,75.69
1985,174,1,TALAVIA MOHANBHAI RANCHHODBHAI,INC,34724,NAVSARI,ST,39.66,72.4,no,49.92
1985,175,1,DESAI DINKER BHIKHUBHAI,INC,40122,GANDEVI,GEN,50.22,71.8,no,53.01
1985,176,1,PATEL BHARTIBEN NARDEVBHAI,INC,23422,CHIKHLI,ST,43.6,50.27,no,10.44
1985,177,1,PATEL CHANDARBHAI HARIBHAI,INC,20408,DANGS-BANSDA,ST,38.4,52.52,no,36.93
1985,178,1,BARJORJI COWASJI PARDIWALA,INC,29581,BULSAR,GEN,53.28,48.14,no,14.83
1985,179,1,PATEL SHANKARBHAI RAVJIBHAI,INC,22924,DHARAMPUR,ST,37,62.01,no,39.05
1985,180,1,PATEL BARJULBHAI NAVLABHAI,INC,27462,MOTA PONDHA,ST,37.05,71.32,no,52.96
1985,181,1,PATEL SAVITABEN GAMANBHAI,INC,17668,PARDI,ST,42.9,39.3,no,5.56
1985,182,1,PATEL CHHOTUBHAI VESTABHAI,INC,34247,UMBERGAON,ST,34.47,87.15,no,75.48
1990,1,1,CHHEDA TARACHAND JAGSHIBHAI,BJP,37897,ABDASA,GEN,60.51,60.3,no,23.41
1990,2,1,MEHTA SURESHCHANDRA RUPSHANKER,BJP,39837,MANDVI,GEN,58.52,62.05,no,26.33
1990,3,1,GADHAVI PUSHPDAN SHAMBHUDAN,BJP,38764,BHUJ,GEN,53.48,54.08,no,11.43
1990,4,1,SODHAM PARBAT MAYA,BJP,25834,MUNDRA,SC,43.33,58.36,no,24.48
1990,5,1,NAVINBHAI SHASTRI,INC,17687,ANJAR,GEN,40.16,27.77,no,1.79
1990,6,1,PATEL HARILAL NANJI,INC,33984,RAPAR,GEN,52.2,51.66,no,12.55
1990,7,1,FAKIRBHAI RAGHABHAI VAGHELA,BJP,28385,DASADA,SC,52.73,47.18,no,6.51
1990,8,1,JHALA RANJITSINGH JITUBHA,BJP,26396,WADHWAN,GEN,43.76,43.43,no,15.54
1990,9,1,RANA JITUBHA KESARSINH,BJP,23809,LIMBDI,GEN,51.39,35.74,no,12.79
1990,10,1,KARAMSHIBHAI KANJIBHAI MAKWANA,JD,26455,CHOTILA,GEN,38.43,61,no,40.38
1990,11,1,SONGARA BHAGVANDAS KALU,BJP,19522,HALVAD,GEN,54.33,33.79,no,3.94
1990,12,1,CHHAGANLAL GOGIBHAI PATEL,JD,29794,DHRANGADHRA,GEN,60.17,43.84,no,14.39
1990,13,1,PATEL BABUBHAI JASHBHAI,IND,37975,MORVI,GEN,46.84,59.48,no,22.25
1990,14,1,KESHUBHAI SAVDAS PATEL,BJP,48015,TANKARA,GEN,59.3,59.46,no,30.55
1990,15,1,AMIYALBHAI BADI,INC,23838,WANKANER,GEN,54.75,35.16,no,9.42
1990,16,1,BHANBHANIYA BHIKHALAL BHIMJIBHAI,IND,19112,JASDAN,GEN,49.05,32.18,no,13.79
1990,17,1,JADEJA MANOHARSINHJI PRADYUMANSINHJI,INC,34085,RAJKOT-I,GEN,37.18,51.01,no,5.15
1990,18,1,VAJBHAI VALA,BJP,31864,RAJKOT-II,GEN,37.32,64.02,no,31.09
1990,19,1,BABARIYA MADHUBHAI HAMIRBHAI,BJP,22378,RAJKOT RURAL,SC,31.8,48.44,no,20.19
1990,20,1,JADEJA MAHIPATSINH BHAVUBHA,IND,31119,GONDAL,GEN,52.22,47.5,no,15.23
1990,21,1,KORAT SAVJI JIVARAJ,BJP,40757,JETPUR,GEN,44.27,64.46,no,37.29
1990,22,1,RADADIYA VITHALBHAI HANSRAJBHAI,BJP,33479,DHORAJI,GEN,55.78,48.53,no,22.91
1990,23,1,KALAWADIA NARANBHAI PREMJIBHAI,JD,32479,UPLETA,GEN,49.78,51.85,no,6.58
1990,24,1,KASUNDRA MAGANBHAI AMMANBHAI,BJP,32451,JODIYA,GEN,58.05,49.43,no,31.32
1990,25,1,SANGHAVI VASANTKUMAR M. (VASANTBHAI SANGHAVAI),BJP,25708,JAMNAGAR,GEN,43.41,52.82,no,22.65
1990,26,1,DINESHBHAI PARMAR,JD,22828,JAMNAGAR RURAL,SC,23.32,64.8,no,38.8
1990,27,1,PATEL RAGHAVJI HANSRAJ,BJP,44009,KALAWAD,GEN,49.49,74.15,no,53.26
1990,28,1,VACHHANI MAHANLAL KARAMSHIBHAL,JD,22850,JAMJODHPUR,GEN,50.13,41.31,no,4.64
1990,29,1,LAL HARIDAS JIVANDAS (BABUBHAI LAL),JD,17934,BHANVAD,GEN,49.3,37.91,no,6.2
1990,30,1,VAROTARIA RANMAL NARHABHAI,INC,25898,KHAMBHALIA,GEN,50.15,46.32,no,18.18
1990,31,1,MANEK PABUBHA VIRAMBHA,IND,25667,DWARKA,GEN,51.87,40.92,no,13.19
1990,32,1,LAKHANI SHASHIKANT ANANDLAL,JD,16460,PORBANDAR,GEN,38.12,34.02,no,2.02
1990,33,1,JADIJA SANTOKBEN SARMAN,JD,41909,KUTIYANA,GEN,41.05,85.92,no,74.93
1990,34,1,CHUDASAMA CHANDRIKABEN KANJI,INC,29750,MANGROL,GEN,50.2,46.22,no,19.29
1990,35,1,CHAVADA JAVAHAR PETHALAJI,INC,38687,MANAVADAR,GEN,66.18,50.56,no,1.99
1990,36,1,DHULA HAMIRBHAI HADABHAI,JD,24675,KESHOD,SC,39.91,49.98,no,25.49
1990,37,1,JORA JETHALAL RANABAI,INC,25691,TALALA,GEN,49.69,41.06,no,7.34
1990,38,1,BARAD JASHUBHAI DHANABHAI,JD,44723,SOMNATH,GEN,63.25,50.03,no,20.45
1990,39,1,VANSH PUNJA BHIMA,JD,35685,UNA,GEN,47.57,54.17,no,12.65
1990,40,1,BHESANIYA KURAJI DUNGER,JD,37193,VISAVADAR,GEN,53.68,57.17,no,28.66
1990,41,1,SOLANKI DEVANAND SAMATBHAI,BJP,36298,MALIYA,GEN,51.26,52.74,no,17.53
1990,42,1,MASHRU MAHENDRA LILADHAR,IND,26943,JUNAGADH,GEN,43.58,44.67,no,22.07
1990,43,1,THUMMAR VIRJIBHAI KISHAVBHAI,JD,28576,BABRA,GEN,51.51,48.59,no,21.16
1990,44,1,THAKARSHIBHAI KANJIBHAI METALIYA,JD,31039,LATHI,GEN,55.49,54.07,no,11.93
1990,45,1,SANGHANI DILIPBHAI,BJP,38498,AMRELI,GEN,49.86,65.73,no,49
1990,46,1,DHANAK VAJUBHAI GIRDHARIBHAI,JD,34005,DHARI,GEN,51.71,55.45,no,33.36
1990,47,1,BARAD DHIRSINH KARASHANBHAI,JD,22252,KODINAR,GEN,53.71,35.07,no,5.72
1990,48,1,BHUVA MADHUBHAI HARJIBHAI,JD,25859,RAJULA,GEN,43.33,47.91,no,23.03
1990,49,1,GODHANI DALSUKHBHAI JERAMBHAI,JD,36065,BOTAD,GEN,54.71,48.39,no,21.96
1990,50,1,RANVA MAGANLAL HARIBHAI,BJP,36448,GADHADA,SC,43.4,61.84,no,28.64
1990,51,1,PRAVINSHIHN\JI JADEJA,JD,36080,PALITANA,GEN,58.8,49.37,no,25.34
1990,52,1,VAGHANI NANUBHAI VITHALBHAI,JD,31816,SIHOR,GEN,55.54,44.88,no,19.99
1990,53,1,LALLUBHAI SHETH,IND,24121,KUNDLA,GEN,47.16,40.76,no,5.64
1990,54,1,CHABILDAS MEHTA,JD,40445,MAHUVA,GEN,44.63,72.84,no,53.8
1990,55,1,NATUBHAI BHIKHABHAI DABHI,JD,27414,TALAJA,GEN,47.64,46.15,no,17.67
1990,56,1,NANABHAI ROYALA,JD,20431,GHOGHO,GEN,46.38,35.74,no,12.46
1990,57,1,TRIVEDI MAHENDRABHAI SHANTI LAL,BJP,24397,BHAVNAGAR NORTH,GEN,37.72,46.35,no,11.69
1990,58,1,GOHIL SHAKTISINH HARISHCHANDRASINHJI,INC,19623,BHAVNAGAR SOUTH,GEN,40.14,33.63,no,14.79
1990,59,1,PARIKH DILIPBHAI RAMANLAL,BJP,24639,DHANDHUKA,GEN,47.56,41.58,no,9.26
1990,60,1,CHUDASMA BHUPENDRASINH M.,BJP,34875,DHOLKA,GEN,56.28,49.14,no,11.55
1990,61,1,GOHEL DHULABHAI DALABHAI,JD,39402,BAVLA,SC,53.71,52.45,no,23.02
1990,62,1,CHAUHAN JORUBHA JETHUBHAI,BJP,23672,MANDAL,GEN,55.04,38.81,no,4.54
1990,63,1,JADEJA HARDATTSINH JILUBHA (TOMTBHAI),BJP,42056,VIRAMGAM,GEN,54.88,62.01,no,31.5
1990,64,1,PATEL HARISHCHANDRA LAVJIBHAI,BJP,81850,SARKHEJ,GEN,47.77,43.86,no,14.26
1990,65,1,THAKOR MADHUBHAI SOMAJI,BJP,45709,DASKROI,GEN,46.82,54.22,no,13.37
1990,66,1,VITTHALBHAI B. SHAH,BJP,30101,DEHGAM,GEN,56.16,40.39,no,13.15
1990,67,1,AMIN NARHARI HIRABHAI,JD,52888,SABARMATI,GEN,50.88,44.9,no,8.02
1990,68,1,BABUBHAI VASANVALA,JD,64054,ELLIS BRIDGE,GEN,46.78,78.31,no,65.36
1990,69,1,BAROT BHARATKUMAR CHIMAMANLAL,BJP,24720,DARIAPUR-KAZIPUR,GEN,49.89,43.51,no,5.61
1990,70,1,KAUSHIKBHAI JAMNADAS PATEL,BJP,22583,SHAHPUR,GEN,57.77,41.9,no,11.24
1990,71,1,BHUPENDRA SEVAKRAM PATNI,BJP,31255,KALUPUR,GEN,71.81,53.12,no,12.02
1990,72,1,PATEL VITHALBHAI S.,BJP,42864,ASARWA,GEN,51.01,44.03,no,3.34
1990,73,1,KANUBHAI BHAGVANBHAI KOTHIYA,BJP,29989,RAKHIAL,GEN,47.67,43.99,no,14.74
1990,74,1,MANUBHAI PARMAR,INC,23614,SHAHER KOTDA,SC,47.3,45.75,no,3.23
1990,75,1,ASHOK BHATT,BJP,42345,KHADIA,GEN,55.75,83.75,no,74.21
1990,76,1,KAZI SIRAJUDDIN ABDUL JABAR,INC,19689,JAMALPUR,GEN,47.34,33.8,no,1.92
1990,77,1,PATEL KAMLESHBHAI GOVINDBHAI,BJP,55610,MANINAGAR,GEN,42.81,53.3,no,29.2
1990,78,1,GOPALDAS BHOJWANI,BJP,69067,NARODA,GEN,41.9,63.44,no,45.62
1990,79,1,POPATLAL V. PATEL,JD,33887,GANDHINAGAR,GEN,61.17,31.52,no,5.03
1990,80,1,PATEL VITTHALBHAI SOMABHAI (GANESH THRESARWALA),BJP,29415,KALOL,GEN,57.69,35.06,no,6.76
1990,81,1,PATEL NITIN KUMAR RATILAL,BJP,34370,KADI,GEN,69.96,36.98,no,2.95
1990,82,1,SOLLANKI KANTILAL BHALABHAI,BJP,41127,JOTANA,SC,55.61,54.5,no,13.99
1990,83,1,KHODABHAI N. PATEL,BJP,44007,MEHSANA,GEN,57.85,51.51,no,4.11
1990,84,1,CHAVADA ISWARSINH SHIVAJI,INC,52315,MANSA,GEN,67.91,53.73,no,10.7
1990,85,1,NARESH KUMAR GANGARAM RAVAL,INC,36359,VIJAPUR,GEN,68.25,36.28,no,1.79
1990,86,1,PARTEL BHOLABHAI CHATURBHAI,JD,46664,VISNAGAR,GEN,67.14,42.81,no,7.84
1990,87,1,THAKOR SHANKARJI OKHAJI,JD,53065,KHERALU,GEN,54.43,72.48,no,46.07
1990,88,1,PATEL CHIMANBHAI JIVABHAI,JD,82973,UNJHA,GEN,67.1,86.35,no,73.34
1990,89,1,JAYANARAYAN VYAS,BJP,43150,SIDHPUR,GEN,61.39,55.35,no,23.59
1990,90,1,THAKOR CHAMANJI DANSANGJI,JD,45044,VAGDOD,GEN,60.01,56.21,no,21.69
1990,91,1,ARAVINDKUMAR TRIBHOVANDAS PATEL,BJP,24302,PATAN,GEN,54.77,32.86,no,4.32
1990,92,1,GANDAJI CHELAJI THAKOR,IND,30382,CHANASMA,GEN,60.65,39.66,no,5.46
1990,93,1,DILIP VIRAJI THAKOR,BJP,34923,SAMI,GEN,56.6,46.43,no,14.13
1990,94,1,MULANI HIMMATLAL T.,JD,28744,RADHANPUR,GEN,56.29,38.83,no,6.97
1990,95,1,PATEL MAVJIBHAI CHATARABHAI,JD,36339,VAV,GEN,62.63,41.34,no,4.84
1990,96,1,PATEL BHEMABHAI RAMSINGHBHAI,JD,29118,DEODAR,GEN,64.06,37.98,no,0.88
1990,97,1,KHANPURA DHARSHIBHAI LAKHABHAI,JD,28595,KANKREJ,GEN,57.72,41.43,no,11.6
1990,98,1,VAGHELA LILADHARBHAI KHODAJI,JD,28027,DEESA,GEN,55.59,39.51,no,14.27
1990,99,1,PATEL HARJIVANBHAI HIRABHAI,BJP,42252,DHANERA,GEN,67.37,49.32,no,2.57
1990,100,1,BACHANI LEKHRAJ HEMRAJ,BJP,24498,PALANPUR,GEN,49.67,34.69,no,1.19
1990,101,1,PARMAR MUKUL JIVRAMBHAI,JD,33511,VADGAM,SC,46.01,54.15,no,33.49
1990,102,1,KACHORIYA KANTIBHAI DHARMDAS,BJP,29774,DANTA,GEN,53.69,37.66,no,10.29
1990,103,1,BARA BECHARBHAI KHATUJI,BJP,33273,KHEDBRAHMA,ST,45.9,57.11,no,14.46
1990,104,1,KARSANDAS SONERI,JD,48592,IDAR,SC,56.44,67.02,no,51.24
1990,105,1,UPENDRA TRIVEDI,INC,41280,BHILODA,GEN,56.22,53.61,no,10.84
1990,106,1,PATEL BHAGWANDAS HARIBHAI,JD,32988,HIMATNAGAR,GEN,48.92,48.55,no,24.72
1990,107,1,ZALAVINENDRASINH DLIPSINH,BJP,41058,PRANTIJ,GEN,61.7,53.17,no,7.99
1990,108,1,PATEL HARIBHAI CHHAGANBHAI,JD,25321,MODASA,GEN,60.65,31.96,no,7.4
1990,109,1,SOLANKI CHANDRABHANSINH MULSINHJI,BJP,26561,BAYAD,GEN,66.04,34.85,no,1.68
1990,110,1,DAMOR HIRAJI VALAJI,BJP,40725,MEGHRAJ,GEN,49.78,59.54,no,35.15
1990,111,1,PANDYA PRABODHKANT DAMODAR,JD,29479,SANTRAMPUR,GEN,52.59,45.6,no,3.35
1990,112,1,MUNLA VIRJIBHAI LIMBABHAI,INC,25186,JHALOD,ST,36.41,51.32,no,25.77
1990,113,1,KISHORI BACHUBHAI NATHABBHAI,JD,13332,LIMDI,ST,32.02,34.28,no,0.44
1990,114,1,DAMOR TERSINHBHAI BADIYABHAI,BJP,20056,DOHAD,ST,43.85,39.63,no,1.42
1990,115,1,PASAYA NAGARSINH GULABSINH,JD,29000,LIMKHEDA,ST,32.09,70.1,no,52.26
1990,116,1,URVASHIDEVI,INC,25338,DEVGADH BARIA,GEN,48.41,48.38,no,13.64
1990,117,1,VAKIL PARMAR LAXMANISNH MOTISINH,INC,19054,RAJGADH,GEN,46.11,38.67,no,2.47
1990,118,1,UDESINH BARIA,INC,29177,HALOL,GEN,55.6,45.4,no,10.14
1990,119,1,CHAUHAN GABABHAI SOMABHAI,IND,20068,KALOL,GEN,48.27,36.31,no,5.44
1990,120,1,C. K. RAULJI,JD,31677,GODHRA,GEN,47.62,47.23,no,12.43
1990,121,1,PARMAR JASHVANTSINH MANSUKHBHAI,INC,26320,SHEHRA,GEN,47.52,42.45,no,3.03
1990,122,1,SOLANKI DHIRENDRASINH VIRBHADRASINH,INC,32707,LUNAVADA,GEN,63.1,41.88,no,10.82
1990,123,1,DAMOR BIJALBHAI VALABHAI,JD,35934,RANDHIKPUR,ST,46.99,68.17,no,40.61
1990,124,1,CHAUHAN MANSINH KOHYABHAI,BJP,38788,BALASINOR,GEN,63.65,55.89,no,28.08
1990,125,1,RATHOD RATANSINH ADESINH,INC,37151,KAPADVANJ,GEN,59.89,47.81,no,4.54
1990,126,1,PARMAR RAMSINH PRABHAT BHAI,JD,37241,THASRA,GEN,58.39,45.33,no,15.26
1990,127,1,SHELAT SUBHASHCNHANDRA SOMESHWAR,JD,35790,UMRETH,GEN,60.61,47.42,no,14.91
1990,128,1,THAKOR DILIPSINH JUWANSINH,JD,35809,KATHLAL,GEN,56.6,48.15,no,15.17
1990,129,1,CHAUHAN SUNDERSINH BHALABHAI,JD,37942,MEHMEDABAD,GEN,51.71,53.53,no,22.2
1990,130,1,THAKOR NATWARSINH FULSINH,INC,31150,MAHUDHA,GEN,57.64,39.97,no,8.69
1990,131,1,PATEL DINSHA JHAVERBHAI,JD,70016,NADIAD,GEN,62.46,80.17,no,61.75
1990,132,1,VAGHELA SHANKARBHAI DESAIBHAI,INC,49833,CHAKALASI,GEN,66.24,58.09,no,21.83
1990,133,1,PATEL GHANSHYAMBHAI RAVJIBHAI,JD,42480,ANAND,GEN,57.8,49.07,no,2.01
1990,134,1,PATEL JAYANTBHAI RAMANBHAI,INC,28793,SARSA,GEN,58.62,40.61,no,12.32
1990,135,1,NIRANJAN PURSOTTAMDAS PATEL,JD,35512,PETLAD,GEN,66.11,44.36,no,14.03
1990,136,1,PARMAR JANADANBHAI MADHUSUDANBHAI,BJP,33290,SOJITRA,SC,59.05,47.78,no,2.78
1990,137,1,CHAVDA DHIRUBHAI AMARSINH,JD,40645,MATAR,GEN,61.8,50.21,no,17.48
1990,138,1,SOLANKI MADHAVSINH FULSINH,INC,63011,BORSAD,GEN,66.78,71.99,no,45.52
1990,139,1,PARMAR DHIRSINH CHHATRASINH,INC,59132,BHADRAN,GEN,67.06,63.4,no,27.61
1990,140,1,KHATRI JAYENDRAKUMAR BHAGVANDAS,BJP,33604,CAMBAY,GEN,51.25,50.18,no,28.06
1990,141,1,RATHWA SUKHRAMBHAI HARIAYBHAI,INC,25946,CHHOTA UDAIPUR,ST,44.09,46.84,no,3.54
1990,142,1,MOHANSINH RATHWA,JD,42556,JETPUR,GEN,58.53,61.9,no,29.46
1990,143,1,KANUBHAI JIVRAMBHAI VASAVA,JD,34157,NASVADI,ST,42.64,62.22,no,33.02
1990,144,1,TADVI BABARBHAI AMBALAL,JD,31431,SANKHEDA,ST,55.58,51.58,no,15.25
1990,145,1,UMAKANT JOSHI,IND,35775,DABHOI,GEN,58.88,54.74,no,34.69
1990,146,1,CHAUHAN KHUMANSINH RAYSINH,JD,33597,SAVLI,GEN,55.57,44.41,no,0.89
1990,147,1,NALIN BHATT,BJP,33796,BARODA CITY,GEN,52.54,36.06,no,4.54
1990,148,1,JASPALSING,JD,48999,SAYAJIGANJ,GEN,43.09,44.92,no,6.85
1990,149,1,YOGESH PATEL,JD,38078,RAOPURA,GEN,45.79,51.25,no,27.44
1990,150,1,PRADIP JAYSWAL,JD,16086,VAGHODIA,GEN,59.54,23.79,no,0.94
1990,151,1,GOHIL MANGAISINH SHANKARBHAI,JD,43899,BARODA RURAL,GEN,46.22,58.1,no,21.61
1990,152,1,PATEL NARENDRABHAI MAHIJIBHAI,JD,35851,PADRA,GEN,59.51,42.96,no,7.16
1990,153,1,DABHI CHANDUBHAI MOTIBHAI,JD,47523,KARJAN,SC,50.79,69.74,no,44.72
1990,154,1,MORI PUNJABHAI BADHARBHAI,BJP,38453,JAMBUSAR,GEN,64.21,48.22,no,4.01
1990,155,1,CHAUHAN VIKRAM SINGHJI AJITSINHJI,BJP,44630,VAGRA,GEN,72.93,48.11,no,0.8
1990,156,1,SHAH BIPINCHANDRA ISHWARLAL,BJP,40131,BROACH,GEN,51.38,50.04,no,27.3
1990,157,1,PATEL THAKORBHAI GUMANBHAI,BJP,45496,ANKLESHWAR,GEN,53.27,61.11,no,30.65
1990,158,1,VASAVA CHHOTUBHAI AMARSANGBHAI,JD,44489,JHAGADIA,ST,53.37,68.47,no,53.11
1990,159,1,VASAVA MOTILAL PUNIYABHAI,BJP,20606,DEDIAPADA,ST,41.79,35.97,no,4.5
1990,160,1,ARYA DHANJIBHAI CHHOTABHAI,JD,21982,RAJPIPLA,ST,54.23,32.35,no,2.17
1990,161,1,VASAVA GOVINDBHAI BARKIABHAI,INC,30104,NIJHAR,ST,41.92,54.33,no,21.08
1990,162,1,VASAVA KUWARJIBHAI SONAJIBHAI,JD,24608,MANGROL,ST,38.9,50.84,no,26.37
1990,163,1,VASAVA NAGARBHAI DEVILIABHAI,JD,27297,SONGADH,ST,40.16,57.02,no,27.96
1990,164,1,CHAUDHARY AMARSINH ZINABHAI,IND,34320,VYARA,ST,55.26,48.34,no,2.41
1990,165,1,PATEL MANSINHBHAI KALYANJIBHAI,IND,30325,MAHUVA,ST,52.53,44.57,no,8.93
1990,166,1,RATHOD PRAVINBHAI CHHAGANBHAI,JD,36726,BARDOLI,ST,47.24,58.44,no,20.15
1990,167,1,RATHOD DAHIBEN RAMBHAI,INC,34553,KAMREJ,ST,56.35,51.02,no,2.86
1990,168,1,PATEL BHAGUBHAI GOMANBHAI (VIMAL),BJP,42041,OLPAD,GEN,48.43,47.47,no,12.85
1990,169,1,KANUBHAI MAVANI,BJP,45711,SURAT CITY NORTH,GEN,32.58,74.21,no,55.85
1990,170,1,KAPADIA MADANLAL K. MOHANLAL,BJP,35104,SURAT CITY EAST,GEN,39.85,68.39,no,50.65
1990,171,1,CHAPATWALA HEMANTBHAI CHAMPAKLAL,BJP,58898,SURAT CITY WEST,GEN,49.93,66.02,no,33.92
1990,172,1,MANUBHAI DAHYALBHAI PATEL,YVP,41701,CHORASI,GEN,26.77,37.08,no,8.1
1990,173,1,PATEL CHHAGANBHAI DEVABHAI,INC,33111,JALALPORE,GEN,51.54,46.5,no,5.62
1990,174,1,PATEL MANGUBHAI CHHAGANBHAI,BJP,34118,NAVSARI,ST,43.06,50.24,no,9.34
1990,175,1,NAIK THAKORBHAI BALLABBHAI,JD,28190,GANDEVI,GEN,55.3,36.79,no,1.46
1990,176,1,KANJIBHAI MAGANBHAI PATEL,BJP,39644,CHIKHLI,ST,52.92,54.09,no,28.75
1990,177,1,BHOYE MADHUBHAI JELYABHAI,JD,26941,DANGS-BANSDA,ST,39.89,50.94,no,15.35
1990,178,1,DESAI DOLATRAI NATHUBHAI,BJP,35526,BULSAR,GEN,48.83,48.31,no,8.89
